epoch,loss,acc
4,0.00000,64.13957
epoch,loss,acc
epoch,loss,acc
5,0.00000,69.12913
epoch,loss,acc
epoch,loss,acc
11,0.00000,11.65872
epoch,loss,acc
epoch,loss,acc
12,0.00000,64.88889
epoch,loss,acc
epoch,loss,acc
13,0.00000,64.88889
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
14,0.00000,11.65872
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
15,100.00000,69.00148
epoch,loss,acc
16,100.00000,27.57925
epoch,loss,acc
epoch,loss,acc
17,100.00000,20.22222
epoch,loss,acc
11,100.00000,20.22222
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
12,100.00000,45.13889
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
13,100.00000,45.13889
epoch,loss,acc
14,100.00000,48.45679
epoch,loss,acc
epoch,loss,acc
18,100.00000,56.94444
