epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
34,99.23529,95.05790
35,99.58824,93.17618
36,99.64706,95.88503
37,99.82353,94.95451
38,99.76471,94.68569
39,99.82353,94.31348
40,100.00000,94.49959
41,100.00000,94.93383
42,99.94118,94.76840
43,99.88235,94.78908
epoch,loss,acc
44,100.00000,63.96396
epoch,loss,acc
epoch,loss,acc
45,100.00000,95.83333
epoch,loss,acc
46,99.59350,89.81481
epoch,loss,acc
47,100.00000,64.63964
epoch,loss,acc
48,100.00000,65.31532
49,100.00000,65.31532
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
50,99.51691,89.81481
51,99.39614,89.81481
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
52,100.00000,65.65315
epoch,loss,acc
epoch,loss,acc
53,100.00000,95.83333
epoch,loss,acc
54,99.75845,91.66667
55,99.93961,91.85185
56,99.87923,90.92593
57,99.81884,91.66667
58,100.00000,90.92593
59,99.75845,90.74074
60,99.81884,90.92593
61,99.93961,90.92593
62,100.00000,90.92593
63,99.93961,90.92593
epoch,loss,acc
epoch,loss,acc
64,100.00000,74.09910
epoch,loss,acc
epoch,loss,acc
65,100.00000,96.42857
epoch,loss,acc
epoch,loss,acc
12,99.39759,73.23232
13,100.00000,74.74747
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
12,98.79518,91.16162
epoch,loss,acc
13,100.00000,82.03125
epoch,loss,acc
14,99.39759,91.16162
epoch,loss,acc
15,100.00000,81.64063
epoch,loss,acc
16,100.00000,90.57239
17,100.00000,91.58249
epoch,loss,acc
epoch,loss,acc
18,100.00000,81.90104
