epoch,loss,acc
epoch,loss,acc
10,0.00000,97.91667
epoch,loss,acc
11,88.69048,83.21759
epoch,loss,acc
12,97.32143,92.24537
epoch,loss,acc
13,94.04762,100.00000
14,100.00000,99.65278
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
15,0.00000,98.95833
epoch,loss,acc
16,0.00000,48.27586
epoch,loss,acc
17,0.00000,66.66667
epoch,loss,acc
epoch,loss,acc
18,0.00000,73.61111
epoch,loss,acc
epoch,loss,acc
19,0.00000,71.66667
epoch,loss,acc
epoch,loss,acc
20,0.00000,65.00000
epoch,loss,acc
21,0.00000,65.00000
epoch,loss,acc
22,0.00000,60.83333
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
23,0.00000,73.68421
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
24,0.00000,72.62812
epoch,loss,acc
epoch,loss,acc
25,0.00000,72.62812
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
26,0.00000,72.62812
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
27,0.00000,72.62812
epoch,loss,acc
epoch,loss,acc
28,0.00000,81.97880
