epoch,loss,acc
1,73.97260,94.04762
2,94.69178,91.07143
3,98.97260,94.64286
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
4,0.00000,50.11574
epoch,loss,acc
5,0.00000,92.94872
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
19,98.65385,88.88889
20,97.69231,88.88889
epoch,loss,acc
21,99.42308,88.88889
epoch,loss,acc
22,0.00000,70.19774
epoch,loss,acc
epoch,loss,acc
23,0.00000,91.66667
epoch,loss,acc
24,98.88889,92.50000
25,98.33333,92.50000
epoch,loss,acc
26,0.00000,70.48023
epoch,loss,acc
epoch,loss,acc
27,0.00000,70.06705
epoch,loss,acc
epoch,loss,acc
28,0.00000,95.00000
epoch,loss,acc
