epoch,loss,acc
29,98.28431,89.52991
30,99.01961,90.17094
31,98.89706,90.17094
epoch,loss,acc
32,0.00000,69.92337
epoch,loss,acc
epoch,loss,acc
33,0.00000,96.52778
epoch,loss,acc
epoch,loss,acc
34,0.00000,32.47549
epoch,loss,acc
35,0.00000,45.88889
epoch,loss,acc
36,0.00000,73.30247
epoch,loss,acc
epoch,loss,acc
37,0.00000,71.46893
epoch,loss,acc
28,0.00000,72.59887
epoch,loss,acc
29,100.00000,92.50000
30,100.00000,92.50000
31,100.00000,92.50000
epoch,loss,acc
32,98.88476,92.50000
epoch,loss,acc
33,0.00000,73.87006
epoch,loss,acc
34,0.00000,78.96091
epoch,loss,acc
35,0.00000,95.00000
epoch,loss,acc
28,0.00000,77.72634
epoch,loss,acc
epoch,loss,acc
29,0.00000,76.62698
