epoch,loss,acc
48,92.46377,35.55556
epoch,loss,acc
49,92.75362,36.66667
50,93.26087,36.85185
epoch,loss,acc
51,79.80562,46.29630
52,86.87905,48.51852
epoch,loss,acc
epoch,loss,acc
53,100.00000,26.48402
epoch,loss,acc
54,86.87905,48.51852
55,86.82505,48.51852
56,86.77106,48.51852
57,86.87905,48.51852
58,86.87905,48.51852
59,86.87905,48.51852
60,86.77106,48.51852
61,86.82505,48.51852
62,86.82505,48.51852
63,86.82505,48.51852
epoch,loss,acc
64,89.90281,54.44444
65,92.49460,55.18519
epoch,loss,acc
66,93.89849,58.33333
67,94.70842,58.70370
epoch,loss,acc
68,100.00000,43.49315
69,100.00000,43.49315
