epoch,loss,acc
15,100.00000,88.88889
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
15,99.53704,91.66667
16,99.62963,92.17172
epoch,loss,acc
17,100.00000,76.73611
epoch,loss,acc
18,100.00000,88.54167
epoch,loss,acc
1,48.43750,73.80952
2,76.56250,83.33333
3,93.75000,88.09524
epoch,loss,acc
1,47.91667,59.52381
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
1,47.91667,61.90476
2,79.68750,84.52381
3,89.58333,90.47619
4,93.22917,89.28571
5,94.79167,90.47619
6,97.39583,92.85714
7,100.00000,94.04762
8,98.95833,94.04762
9,98.95833,91.66667
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
10,100.00000,91.66667
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
11,100.00000,60.02825
epoch,loss,acc
12,100.00000,93.05556
