/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_28/6yxf-xq7uxE_000014_000024.mp4,2 (cut out second part)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_46/BTUDYgrBRj0_000012_000022.mp4,2 (cut into 2)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/ETN5x45Bnn0_000020_000030.mp4,2
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_25/63P_ycLnm_w_000005_000015.mp4,2 (cut into 2)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_50/C_ugn0TECQQ_000001_000011.mp4,2
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_8/1JhYwcmxvtY_000002_000012.mp4,2 (cut into 2)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_44/B2e186TQyoI_000001_000011.mp4,2
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/19uKysZIDIk_000001_000011.mp4,2
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_52/DAeLsJBXaAA_000004_000014.mp4,2 (cut into 2)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_10/1vfoyLZNtpI_000015_000025.mp4,2 (cut into 2)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_27/6_LGkbidiKo_000003_000013.mp4,5 (cut into 2)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_17/3rlX4wVOxcY_000001_000011.mp4,5 (cut into 2)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-9v7X2M3fdc_000004_000014.mp4,5 (cut into 2)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_53/DMHrj0BbVO4_000000_000010.mp4,5
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-CuO1UBQVV4_000000_000010.mp4,5 (cut into 2)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_22/5CTHKtY-As4_000001_000011.mp4,5 (cut into 2)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_49/CJI4KCYx1-Q_000005_000015.mp4,5
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_51/CnU8e0K3tl0_000002_000012.mp4,5 (cut into 2)
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_14/34y29ea7HXE_000000_000010.mp4,5
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_0/-IrgG_SljXU_000016_000026.mp4,5

