epoch,loss,acc
1,1.10442,6.13333
2,9.93976,8.93333
3,24.39759,12.40000
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
1,10.00000,0.00000
2,5.00000,16.22222
3,26.66667,9.40741
4,31.66667,22.37037
5,46.66667,36.00000
6,73.33333,28.81481
7,85.00000,42.00000
8,90.00000,40.74074
9,91.66667,45.70370
10,96.66667,42.14815
11,98.33333,48.29630
12,100.00000,52.44444
13,100.00000,46.44444
14,98.33333,49.25926
15,100.00000,52.00000
16,100.00000,52.51852
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
1,41.66667,33.33333
2,33.33333,66.66667
3,58.33333,0.00000
4,58.33333,33.33333
5,91.66667,33.33333
6,91.66667,0.00000
7,100.00000,0.00000
8,100.00000,0.00000
9,100.00000,0.00000
10,100.00000,11.11111
11,100.00000,11.11111
12,100.00000,11.11111
13,100.00000,0.00000
14,100.00000,0.00000
15,100.00000,0.00000
16,100.00000,0.00000
17,100.00000,11.11111
18,100.00000,11.11111
19,100.00000,11.11111
20,100.00000,11.11111
epoch,loss,acc
1,30.00000,10.00000
epoch,loss,acc
1,15.00000,70.00000
2,70.00000,70.00000
epoch,loss,acc
1,15.00000,70.00000
epoch,loss,acc
1,15.00000,70.00000
epoch,loss,acc
epoch,loss,acc
1,5.00000,2.00000
2,11.66667,4.88889
3,23.33333,15.55556
4,30.00000,21.11111
5,40.00000,22.29630
6,55.00000,31.55556
7,73.33333,36.81481
8,83.33333,39.33333
9,93.33333,49.85185
10,98.33333,49.62963
11,96.66667,43.25926
12,98.33333,49.55556
13,98.33333,52.88889
14,98.33333,57.55556
15,100.00000,53.55556
16,100.00000,52.22222
17,100.00000,53.62963
18,100.00000,53.62963
19,100.00000,53.62963
20,100.00000,53.62963
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
1,6.66667,4.22222
2,15.00000,12.22222
3,23.33333,18.88889
4,25.00000,16.22222
5,33.33333,31.03704
6,51.66667,34.88889
7,68.33333,37.48148
8,83.33333,45.62963
9,91.66667,39.33333
10,98.33333,37.77778
11,95.00000,37.33333
epoch,loss,acc
1,6.66667,4.22222
2,15.00000,12.22222
3,23.33333,18.88889
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
1,6.66667,4.22222
epoch,loss,acc
1,6.66667,4.22222
2,15.00000,12.22222
3,23.33333,18.88889
4,25.00000,16.22222
epoch,loss,acc
epoch,loss,acc
1,6.66667,0.00000
2,15.00000,0.00000
3,23.33333,0.00000
4,25.00000,0.00000
5,33.33333,0.00000
6,51.66667,0.00000
7,68.33333,0.00000
8,83.33333,0.00000
9,91.66667,0.00000
10,98.33333,0.00000
11,95.00000,0.00000
12,96.66667,0.00000
epoch,loss,acc
epoch,loss,acc
1,6.66667,0.00000
epoch,loss,acc
1,0.00000,0.00000
2,0.00000,0.00000
3,0.00000,0.00000
4,0.00000,0.00000
epoch,loss,acc
epoch,loss,acc
epoch,loss,acc
1,6.66667,0.00000
2,15.00000,0.00000
3,23.33333,0.00000
epoch,loss,acc
1,6.66667,0.00000
2,15.00000,0.00000
3,23.33333,0.00000
4,25.00000,33.33333
5,33.33333,33.33333
6,51.66667,22.22222
7,68.33333,33.33333
8,83.33333,55.5555616,65.71429,40.66667

9,91.66667,33.33333
epoch,loss,acc
1,6.66667,0.00000
epoch,loss,acc
epoch,loss,acc
