path,class
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/04vdECGx-8k_000238_000248.mp4,266
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/01sVOoCZlBU_000003_000013.mp4,274
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/09dT8Sb2D3E_000016_000026.mp4,78
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-ytKvwrcXT4_000002_000012.mp4,78
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0ACji4353Go_000087_000097.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/09kJSploADo_000005_000015.mp4,275
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0-opcZQLhtA_000003_000013.mp4,78
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-w2cwjTx-ew_000025_000035.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/00feCOo8CEg_000018_000028.mp4,78
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0B7YiFODRFA_000087_000097.mp4,276
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/00RgI9DqlUY_000003_000013.mp4,105
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/00-bv7CYBwE_000031_000041.mp4,271
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/01GY6zbJkks_000076_000086.mp4,91
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/04TLY-78Mcs_000147_000157.mp4,379
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/02lHl-AlVZw_000000_000010.mp4,276
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/05LoBjA87go_000079_000089.mp4,270
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-xuVfmYKSsE_000006_000016.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-xS1fZSByks_000114_000124.mp4,152
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/08m52mEBjlo_000010_000020.mp4,78
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/00cMx9NlVGY_000002_000012.mp4,275
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0BLyz0GTX8w_000000_000010.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/06ON1-8oHTc_000130_000140.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/05T7F8NC3h4_000018_000028.mp4,105
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-zmyDOwxEaE_000008_000018.mp4,275
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/04G0mXfS9Ck_000243_000253.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-xyqB3kALpY_000004_000014.mp4,379
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-yZqtFrBI2c_000004_000014.mp4,183
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0-mXRzsMdFA_000017_000027.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/05hKGU5928E_000352_000362.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-vc2BPSmNCk_001606_001616.mp4,266
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/07u-CPz93rQ_000133_000143.mp4,91
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/09hpxJHzlK8_000002_000012.mp4,152
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0-VPAlANOhQ_000041_000051.mp4,379
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/06kWYuf1qrU_000000_000010.mp4,272
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0-vSdvzk0f8_000000_000010.mp4,183
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/09kShXjUjpA_000137_000147.mp4,270
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/04YlGLTzdtA_000020_000030.mp4,183
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-z40cOE5ECI_000249_000259.mp4,397
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-vpbRc1fCjc_000019_000029.mp4,270
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/02vCm_Uuolg_000084_000094.mp4,276
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0BN88t4-kWw_000004_000014.mp4,105
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/0-nxKQTMo-Y_000000_000010.mp4,183
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/09sWIn7ymsA_000004_000014.mp4,156
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-yaGL9EZVtE_000134_000144.mp4,266
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_3/-zoJdjD91Uk_000012_000022.mp4,269
