path,class
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0QtS3Ft9ljY_000070_000080.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0PkXbJW4aTk_000004_000014.mp4,78
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0DrEkZd1qWg_000118_000128.mp4,270
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0MVxFYLQbic_000026_000036.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0LAlWDHdelM_000000_000010.mp4,183
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0JHo32zbmoU_000197_000207.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0SfGmvlluvs_000010_000020.mp4,105
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0Qh4-UWmOv4_000026_000036.mp4,156
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0LG57TWJb6o_000000_000010.mp4,105
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0Ps0j788SLE_000004_000014.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0EDJr5M8n30_000033_000043.mp4,270
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0OvrGrViz5g_000002_000012.mp4,397
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0JcZxRVwP8M_000121_000131.mp4,152
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0H1C-nllaWk_000006_000016.mp4,275
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0G-TFSHEBzQ_000028_000038.mp4,275
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0FiUehB2y90_000001_000011.mp4,379
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0JgXOs8Ap0w_000017_000027.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0QubvFDtWjg_000006_000016.mp4,274
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0KFREwT-zj8_000002_000012.mp4,78
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0DuzpyFOVcw_000222_000232.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0TkH-tQ_P40_000001_000011.mp4,152
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0TFvcggtm3k_000002_000012.mp4,105
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0DphXEsQAbU_000229_000239.mp4,91
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0DMS72_ngM0_000034_000044.mp4,276
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0T4Vgg79mVA_000003_000013.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0R5LVZZUBi8_000011_000021.mp4,282
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0PKC1pzBCFA_000033_000043.mp4,265
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0CcJiWayuwc_000181_000191.mp4,271
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0SEEfjaPnDU_000177_000187.mp4,271
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0CRhKHdGQBU_000221_000231.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0Mv1_ZvyBfU_000093_000103.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0GpOe8tgrRo_000235_000245.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0GfXa9mO2hU_000091_000101.mp4,271
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0Pb4ghR0COE_000029_000039.mp4,269
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0E5kxwM8TG8_000026_000036.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0PV0vVehyu8_000117_000127.mp4,271
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0PTW_p9PDWk_001012_001022.mp4,104
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0NwiDr4qSRM_000074_000084.mp4,152
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0F1WmMXjml4_000014_000024.mp4,78
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0OVuyIAduMI_000035_000045.mp4,91
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0Hv8j33iHpU_000010_000020.mp4,274
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0D-VZRW3YJI_000047_000057.mp4,273
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0LAkJPClJYM_000044_000054.mp4,379
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0MoR6Dy9kNE_000015_000025.mp4,379
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_4/0RokX6V7Cyw_000009_000019.mp4,183
