/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EOeLtsrw99A_000020_000030.mp4,6
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EQgJEar14oA_000174_000184.mp4,110
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EO_HzYGVxLw_000005_000015.mp4,339
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/ESy1UhQQWX8_000021_000031.mp4,121
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EOXwRB5KJ_I_000021_000031.mp4,151
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EJPgVjGMft8_000033_000043.mp4,370
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EKVjbAKO50A_000001_000011.mp4,253
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EIunlRvCC8k_000004_000014.mp4,341
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EJHnZKnWiro_000006_000016.mp4,242
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/ETmpPCRJJP0_000096_000106.mp4,389
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EH6lNu-KsKg_000054_000064.mp4,283
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EQSwXDomCiE_000000_000010.mp4,373
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EQHVM-aEQOE_000075_000085.mp4,353
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EV4FkosdAk0_000000_000010.mp4,223
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EH8DhrU818U_000005_000015.mp4,262
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/ETl-0ASBOt8_000129_000139.mp4,192
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/ES1koTFBOcw_000106_000116.mp4,6
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/EVMokYczmvc_000366_000376.mp4,92
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_57/ER-TfBNpgug_000044_000054.mp4,3
