/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1E3krZlRfU0_000000_000010.mp4,76
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/14LpqkFfn94_000040_000050.mp4,248
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1BzxW7y6_VM_000117_000127.mp4,156
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1Bql-Tr08ts_000004_000014.mp4,119
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/14s1TZAt_tQ_000020_000030.mp4,84
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1CJzkhzou1Y_000038_000048.mp4,167
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/15AAnPoRbHE_000001_000011.mp4,256
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1GE07Avyy20_000009_000019.mp4,0
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1DwMcdKZEQM_000026_000036.mp4,145
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1Fd5oFFKXtQ_000127_000137.mp4,108
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/17fcpd4Bb-I_000003_000013.mp4,198
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1E9QtmaJwYc_000005_000015.mp4,176
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/15KFWFkp0MA_000024_000034.mp4,370
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1GNJIgDXbRw_000243_000253.mp4,84
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1926p23ooUM_000023_000033.mp4,99
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/17CWMsjVcuU_000066_000076.mp4,77
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/14ce0wzqzOo_000369_000379.mp4,181
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1CaLYedMW9U_000358_000368.mp4,387
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1CcfihQOcEQ_000171_000181.mp4,244
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1DqDmAXzMhQ_000044_000054.mp4,190
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1CTY_T7ncz8_000184_000194.mp4,398
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/17CUaluxeZU_000035_000045.mp4,189
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/15YSFYxbRTA_000716_000726.mp4,108
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/17KlsgcoHJM_000006_000016.mp4,131
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/15UdwMH6W5I_000160_000170.mp4,335
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/11eAXRNqj5U_000047_000057.mp4,163
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1HlGs0fTkeE_000001_000011.mp4,282
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/17MTNEVW-PM_000004_000014.mp4,321
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1FcgfYYwHhc_000003_000013.mp4,48
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/12H1nj8UpdI_000036_000046.mp4,130
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/18WHn7W7NQU_001477_001487.mp4,321
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1F78tW5MdB0_000162_000172.mp4,222
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1C1GFAUxiKg_000024_000034.mp4,145
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/13xfLLAAT8s_000199_000209.mp4,249
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1DT4NNxIrm0_000075_000085.mp4,112
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/18kQXZAGg-U_000001_000011.mp4,191
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1Dc2ULdonIc_000000_000010.mp4,82
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1DJfEcp0xVo_000061_000071.mp4,351
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/14PatN6qnsQ_000051_000061.mp4,58
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1F06-F2BCNw_000071_000081.mp4,75
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/12DoU8dxjdo_000004_000014.mp4,338
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1DzWcOlSb4o_000004_000014.mp4,379
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/15ZuYwz1H2c_000009_000019.mp4,280
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1AWnLed0NP8_000004_000014.mp4,262
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/19KqX2mjbnU_000001_000011.mp4,172
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/16qTOF6HsqQ_000003_000013.mp4,208
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1ESxrCN9ng8_000041_000051.mp4,363
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1FWw6MeOdWw_000131_000141.mp4,209
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1CdN5P-_gZ8_000003_000013.mp4,194
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1B7aMLBpqlQ_000187_000197.mp4,388
/home/leon-gold/jepa/kinetics-dataset/k400_targz/train/part_7/1HVttZ6r_7E_000201_000211.mp4,242
