epoch,loss,acc
1,53.84615,83.33333
2,46.15385,50.00000
3,53.84615,100.00000
4,61.53846,100.00000
5,92.30769,100.00000
6,92.30769,100.00000
epoch,loss,acc
1,53.84615,83.33333
2,46.15385,50.00000
epoch,loss,acc
1,0.00000,0.00000
2,0.00000,0.00000
epoch,loss,acc
epoch,loss,acc
1,53.84615,83.33333
2,46.15385,50.00000
3,53.84615,100.00000
4,61.53846,100.00000
5,92.30769,100.00000
6,92.30769,100.00000
epoch,loss,acc
1,53.84615,83.33333
2,46.15385,50.00000
3,53.84615,100.00000
4,61.53846,100.00000
5,92.30769,100.00000
6,92.30769,100.00000
7,76.92308,100.00000
8,92.30769,100.00000
9,84.61538,100.00000
10,100.00000,100.00000
11,92.30769,100.00000
12,100.00000,100.00000
13,100.00000,100.00000
14,100.00000,100.00000
15,92.30769,100.00000
16,100.00000,100.00000
17,100.00000,100.00000
18,100.00000,100.00000
19,92.30769,100.00000
20,100.00000,100.00000
